1,民族自豪：我国增强现实技术,9.0,虚拟现实技术,"虚拟现实,RasyAR,民族,自豪感,技术",1684258599.0981276,0,D:/毕设-系统/manage_system/media/booktest/2页_1.docx
88,大事化小，小处求精,9.0,高级语言程序设计,"思维,结构化程序,小处求,大事化小,程序设计",1684258599.4571676,0,D:/毕设-系统/manage_system/media/booktest/2页_87.docx
89,良好的编程习惯和代码风格,9.0,高级语言程序设计,"程序设计,编程,职业道德,素养,顺序",1684258599.4601583,0,D:/毕设-系统/manage_system/media/booktest/2页_88.docx
90,社会责任感与职业素养,9.0,高级语言程序设计,"责任感,职业,数据类型,素养,程序设计",1684258599.465146,0,D:/毕设-系统/manage_system/media/booktest/2页_89.docx
91,科学精神：程序设计基础,9.0,大学生计算机基础,"家国,精神,科学,基础,程序设计",1684258599.4701326,0,D:/毕设-系统/manage_system/media/booktest/2页_9.docx
92,人生的选择,9.0,大学生计算机基础,"选择,人生观,程序设计,世界观,价值观",1684258599.4751196,0,D:/毕设-系统/manage_system/media/booktest/2页_90.docx
93,积少成多,9.0,高级语言程序设计,"程序设计,积少成多,严谨,循环,高级",1684258599.4801455,0,D:/毕设-系统/manage_system/media/booktest/2页_91.docx
94,效率问题,9.0,高级语言程序设计,"效率,程序设计,问题,三种,循环",1684258599.4841323,0,D:/毕设-系统/manage_system/media/booktest/2页_92.docx
95, 团结就是力量,9.0,高级语言程序设计,"程序设计,数组,团结,高级,集体",1684258599.4871266,0,D:/毕设-系统/manage_system/media/booktest/2页_93.docx
96,逻辑代数的发展,9.0,数字电子技术,"代数,逻辑,素养,人文,培育",1684258599.4911156,0,D:/毕设-系统/manage_system/media/booktest/2页_94.docx
97,《周易》的“阴阳之说”,9.0,数字电子技术,"数制,码制,素养,周易,人文",1684258599.495104,0,D:/毕设-系统/manage_system/media/booktest/2页_95.docx
98,不同的编码有不同的编码规则和用途,9.0,数字电子技术,"编码,译码,职业道德,不同,培育",1684258599.4980998,0,D:/毕设-系统/manage_system/media/booktest/2页_96.docx
99,逻辑化简的规则,9.0,数字电子技术,"化简,逻辑,职业道德,素养,人文",1684258599.5050385,0,D:/毕设-系统/manage_system/media/booktest/2页_97.docx
100,数字集成电路的重要性,9.0,数字电子技术,"数字,素养,情怀,分立,爱国主义",1684258599.5090683,0,D:/毕设-系统/manage_system/media/booktest/2页_98.docx
101,过程与目标相统一,9.0,数字电子技术,"电路设计,素养,人文,培育,组合",1684258599.5130682,0,D:/毕设-系统/manage_system/media/booktest/2页_99.docx
102,华为鸿蒙操作系统,9.0,嵌入式系统原理及开发（应用）,"嵌入式,嵌入式操作系统,Linux,鸿蒙,开发",1684258599.5170462,0,D:/毕设-系统/manage_system/media/booktest/3页_1.docx
103,华为鸿蒙操作系统,9.0,编译原理,"编译,代码生成,鸿蒙,华为,职业道德",1684258599.5220249,0,D:/毕设-系统/manage_system/media/booktest/3页_10.docx
104,长江存储的发展,9.0,嵌入式系统原理及开发（应用）,"Flash,NandFlash,嵌入式,职业道德,素养",1684258599.5270102,0,D:/毕设-系统/manage_system/media/booktest/3页_11.docx
105,IT业界的一些名人名言,9.0,嵌入式系统原理及开发（应用）,"知识点,名人名言,嵌入式,职业道德,素养",1684258599.5320091,0,D:/毕设-系统/manage_system/media/booktest/3页_2.docx
106,华为方舟编译器的发展现状,9.0,嵌入式系统原理及开发（应用）,"编译器,嵌入式,方舟,华为,应用领域",1684258599.5389879,0,D:/毕设-系统/manage_system/media/booktest/3页_3.docx
107,华为鸿蒙操作系统,9.0,编译原理,"编译,代码生成,鸿蒙,华为,职业道德",1684258599.5429673,0,D:/毕设-系统/manage_system/media/booktest/3页_4.docx
108,5G技术的发展趋势,9.0,编译原理,"编译,5G,语法分析,职业道德,素养",1684258599.5529141,0,D:/毕设-系统/manage_system/media/booktest/3页_5.docx
109,弘扬科学精神，培训优良学风,9.0,编译原理,"代码生成,语法分析,学风,职业道德,素养",1684258599.561887,0,D:/毕设-系统/manage_system/media/booktest/3页_6.docx
110,中印软件业发展比较与分析,9.0,软件工程,"软件工程,软件业,情怀,爱国主义,软件",1684258599.5688674,0,D:/毕设-系统/manage_system/media/booktest/3页_7.docx
111,"鸟宿池边树,僧敲月下门",9.0,软件工程,"下门,鸟宿,池边,软件工程,素养",1684258599.574892,0,D:/毕设-系统/manage_system/media/booktest/3页_8.docx
112,华为方舟编译器的发展现状,9.0,软件工程,"编译器,软件工程,方舟,华为,应用领域",1684258599.57888,0,D:/毕设-系统/manage_system/media/booktest/3页_9.docx
113,GNU/Linux与自由软件运动,9.0,嵌入式系统原理及开发（应用）,"GNU,Linux,自由软件,GCC,GPL",1684258599.5848255,0,D:/毕设-系统/manage_system/media/booktest/GNU.docx
114,IT业界的一些名人名言,9.0,编译原理,"知识点,名人名言,职业道德,素养,编译",1684258599.5928352,0,D:/毕设-系统/manage_system/media/booktest/IT业界的一些名人名言.docx
115,使命与自豪：我国VR产业的发展,9.0,虚拟现实技术,"VR,虚拟现实,使命感,自豪感,自豪",1684258599.5978217,0,D:/毕设-系统/manage_system/media/booktest/使命与自豪.docx
116,实事求是：《实践是检验真理的唯一标准》,9.0,虚拟现实技术,"实事求是,虚拟现实,唯一标准,工作作风,认识论",1684258599.6018124,0,D:/毕设-系统/manage_system/media/booktest/实事求是.docx
117,微笑曲线理论与产业结构升级,9.0,嵌入式系统原理及开发（应用）,"ARM,嵌入式,处理器,公司简介,指令集",1684258599.6057997,0,D:/毕设-系统/manage_system/media/booktest/微笑曲线理论与产业结构升级.docx
118,民族自豪：冬奥中的高清VR直播,9.0,虚拟现实技术,"直播,虚拟现实,冬奥,VR,民族",1684258599.6147761,0,D:/毕设-系统/manage_system/media/booktest/民族自豪.docx
119,液晶屏的发展史,9.0,嵌入式系统原理及开发（应用）,"液晶屏,原理,Linux,嵌入式,职业道德",1684258599.6287465,0,D:/毕设-系统/manage_system/media/booktest/液晶屏的发展史.docx
120,民族自豪：中国数字化消费让世界开眼,9.0,虚拟现实技术,"虚拟现实,民族,开眼,自豪感,历史进程",1684258599.6336932,0,D:/毕设-系统/manage_system/media/booktest/素材资源_1.docx
121,游戏开发流程分析  ,9.0,游戏开发技术,"游戏,开发技术,AssetBunndle,使命感,加载",1684258599.639709,0,D:/毕设-系统/manage_system/media/booktest/素材资源_10.docx
122,爱国情怀：C#基本知识,9.0,游戏开发技术,"C#,开发技术,项目分析,基本知识,使命感",1684258599.6447008,0,D:/毕设-系统/manage_system/media/booktest/素材资源_11.docx
123,专注、敬业、责任： C#高级篇,9.0,游戏开发技术,"开发技术,多态,C#,使命感,敬业",1684258599.6516461,0,D:/毕设-系统/manage_system/media/booktest/素材资源_12.docx
124,Unity软件设计,9.0,游戏开发技术,"开发技术,Unity,unity,SDK,软件设计",1684258599.6566641,0,D:/毕设-系统/manage_system/media/booktest/素材资源_13.docx
125,Unity前端设计,9.0,游戏开发技术,"开发技术,Unity,UGUI,使命感,自豪感",1684258599.6646116,0,D:/毕设-系统/manage_system/media/booktest/素材资源_14.docx
126,民族自豪感：从“缺芯少屏”到世界领先,9.0,计算机图形学 ,"自豪感,图形学,缺芯少,民族,世界领先",1684258599.669634,0,D:/毕设-系统/manage_system/media/booktest/素材资源_15.docx
127,大疆无人机创始人的创业之路,9.0,嵌入式系统原理及开发（应用）,"嵌入式,大疆,系统,职业道德,无人机",1684258599.6746223,0,D:/毕设-系统/manage_system/media/booktest/素材资源_16.docx
128,开源的处理器架构RISC-V技术,9.0,嵌入式系统原理及开发（应用）,"嵌入式,处理器,RISC,指令集,开源",1684258599.6835916,0,D:/毕设-系统/manage_system/media/booktest/素材资源_17.docx
129,ARM公司的盈利模式,9.0,嵌入式系统原理及开发（应用）,"嵌入式,ARM,指令集,职业道德,处理器",1684258599.6885812,0,D:/毕设-系统/manage_system/media/booktest/素材资源_18.docx
130,软件定义一切,9.0,面向对象程序设计,"愿景,Java,面向对象,程序设计,价值观",1684258599.69357,0,D:/毕设-系统/manage_system/media/booktest/素材资源_19.docx
131,民族自豪：中国5G“绝对领先”,9.0,虚拟现实技术,"虚拟现实,5G,VR,民族,自豪感",1684258599.6995184,0,D:/毕设-系统/manage_system/media/booktest/素材资源_2.docx
132,国家高科技战略,9.0,计算机组成原理,"家国,算力,情怀,骄傲,高科技",1684258599.706538,0,D:/毕设-系统/manage_system/media/booktest/素材资源_20.docx
133,数字电子技术课程的由来,9.0,数字电子技术,"数字,电子,技术,情怀,爱国主义",1684258599.7104883,0,D:/毕设-系统/manage_system/media/booktest/素材资源_21.docx
134,正视国内外的数电技术的差距,9.0,数字电子技术,"技术,数字,数电,电子,素养",1684258599.715508,0,D:/毕设-系统/manage_system/media/booktest/素材资源_22.docx
135,华为断芯事件,9.0,数字电子技术,"华为,情怀,爱国主义,集成电路,培育",1684258599.7204978,0,D:/毕设-系统/manage_system/media/booktest/素材资源_23.docx
136,编译系统图灵奖获得者,9.0,编译原理,"编译系统,图灵奖,编译程序,编译,获得者",1684258599.7254903,0,D:/毕设-系统/manage_system/media/booktest/素材资源_24.docx
137,编译和解释的两条腿走路,9.0,编译原理,"编译,两条腿走,社会主义,原理,知识点",1684258599.7314327,0,D:/毕设-系统/manage_system/media/booktest/素材资源_25.docx
138,科大讯飞――方言识别,9.0,编译原理,"语法分析,词法,科大,职业道德,素养",1684258599.7384453,0,D:/毕设-系统/manage_system/media/booktest/素材资源_26.docx
139,中国的芯片制造水平现状,9.0,编译原理,"编译系统,职业道德,素养,编译,情怀",1684258599.7453947,0,D:/毕设-系统/manage_system/media/booktest/素材资源_27.docx
140,历史上著名的工匠,9.0,编译原理,"编译系统,职业道德,素养,编译,下一代",1684258599.7513788,0,D:/毕设-系统/manage_system/media/booktest/素材资源_28.docx
141,中国移动OneMO,9.0,无线传感网技术,"无线通信,OneMO,自豪感,自信心,传感",1684258599.755368,0,D:/毕设-系统/manage_system/media/booktest/素材资源_29.docx
142,敬业与爱岗：程序员的职业素养――代码整洁能力,9.0,无线传感网技术,"程序员,素养,整洁,代码,职业",1684258599.7613518,0,D:/毕设-系统/manage_system/media/booktest/素材资源_3.docx
143,胡志明小道,9.0,无线传感网技术,"传感,无线,强军,战略思维,胡志明",1684258599.7753153,0,D:/毕设-系统/manage_system/media/booktest/素材资源_30.docx
144,智慧医疗（结合当前新冠疫情）,9.0,无线传感网技术,"无线,自信,新冠,理想信念,组网",1684258599.7812986,0,D:/毕设-系统/manage_system/media/booktest/素材资源_31.docx
145,“大国工匠”李刚,9.0,无线传感网技术,"工匠,李刚,传感,无线,传感器",1684258599.7862854,0,D:/毕设-系统/manage_system/media/booktest/素材资源_32.docx
146,软件定义一切,9.0,面向对象程序设计,"愿景,Java,面向对象,程序设计,价值观",1684258599.7912738,0,D:/毕设-系统/manage_system/media/booktest/素材资源_33.docx
147, 5G与华为,9.0,Web程序设计,"Web,5G,家国,华为,程序设计",1684258599.79626,0,D:/毕设-系统/manage_system/media/booktest/素材资源_34.docx
148,王辰院士与方舱医院,9.0,Web程序设计,"王辰,方舱,Web,抗疫,JavaBean",1684258599.8012466,0,D:/毕设-系统/manage_system/media/booktest/素材资源_35.docx
149,节能减排,9.0,云计算技术及应用,"节能,计算技术,数据中心,减排,培养",1684258599.8072326,0,D:/毕设-系统/manage_system/media/booktest/素材资源_36.docx
150,阿丽亚娜5型火箭爆炸事件,9.0,软件工程,"阿丽亚娜,爆炸事件,软件工程,精益求精,职业道德",1684258599.8152077,0,D:/毕设-系统/manage_system/media/booktest/素材资源_37.docx
151,我国国产操作系统发展,9.0,操作系统原理,"操作系统,大局意识,使命感,国产,发展",1684258599.8191972,0,D:/毕设-系统/manage_system/media/booktest/素材资源_38.docx
152,去微软公司化,9.0,操作系统原理,"操作系统,家国,微软公司,使命感,情怀",1684258599.8241842,0,D:/毕设-系统/manage_system/media/booktest/素材资源_39.docx
153,使命与创新：中兴华为事件,9.0,大学生计算机基础,"计算机,使命感,自豪感,华为,中兴",1684258599.8291705,0,D:/毕设-系统/manage_system/media/booktest/素材资源_4.docx
154,中科红旗,9.0,操作系统原理,"操作系统,使命感,中科,红旗,自信",1684258599.83316,0,D:/毕设-系统/manage_system/media/booktest/素材资源_40.docx
155,Windows XP系统退役,9.0,操作系统原理,"操作系统,Windows,XP,使命感,退役",1684258599.8371491,0,D:/毕设-系统/manage_system/media/booktest/素材资源_41.docx
156,中兴事件,9.0,操作系统原理,"忧患意识,存储器,操作系统,中兴,规则",1684258599.8431346,0,D:/毕设-系统/manage_system/media/booktest/素材资源_42.docx
157,构建良好生态环境,9.0,操作系统原理,"存储空间,安全意识,责任意识,操作系统,生态环境",1684258599.8491187,0,D:/毕设-系统/manage_system/media/booktest/素材资源_43.docx
158,华为鸿蒙系统,9.0,操作系统原理,"鸿蒙,勇于创新,文件系统,华为,操作系统",1684258599.855103,0,D:/毕设-系统/manage_system/media/booktest/素材资源_44.docx
159,深度学习兴衰,9.0,人工智能概论,"推理,对立统一,人工智能,概论,兴衰",1684258599.8610866,0,D:/毕设-系统/manage_system/media/booktest/素材资源_45.docx
160,知识图谱,9.0,人工智能概论,"图谱,知识,遵纪守法,人工智能,概论",1684258599.865076,0,D:/毕设-系统/manage_system/media/booktest/素材资源_46.docx
161,数字电子技术课程的由来,9.0,数字电子技术,"数字,电子,技术,情怀,爱国主义",1684258599.8710601,0,D:/毕设-系统/manage_system/media/booktest/素材资源_47.docx
162,正视国内外的数电技术的差距,9.0,数字电子技术,"技术,数字,数电,电子,素养",1684258599.8760467,0,D:/毕设-系统/manage_system/media/booktest/素材资源_48.docx
163,华为断芯事件,9.0,数字电子技术,"华为,情怀,爱国主义,集成电路,培育",1684258599.884025,0,D:/毕设-系统/manage_system/media/booktest/素材资源_49.docx
164,艰苦奋斗：于敏与计算机,9.0,大学计算机基础,"艰苦奋斗,计算机,于敏,超级计算机,使命感",1684258599.8900092,0,D:/毕设-系统/manage_system/media/booktest/素材资源_5.docx
165,编译系统图灵奖获得者,9.0,编译原理,"编译系统,图灵奖,编译程序,编译,获得者",1684258599.8949957,0,D:/毕设-系统/manage_system/media/booktest/素材资源_50.docx
166,编译和解释的两条腿走路,9.0,编译原理,"编译,原理,解释器,两条腿走,自信",1684258599.8999825,0,D:/毕设-系统/manage_system/media/booktest/素材资源_51.docx
167,科大讯飞――方言识别,9.0,编译原理,"语法分析,词法,科大,职业道德,素养",1684258599.9059663,0,D:/毕设-系统/manage_system/media/booktest/素材资源_52.docx
168,中国的芯片制造水平现状,9.0,编译原理,"编译系统,职业道德,素养,编译,情怀",1684258599.9129477,0,D:/毕设-系统/manage_system/media/booktest/素材资源_53.docx
169,历史上著名的工匠,9.0,编译原理,"编译系统,职业道德,素养,编译,下一代",1684258599.9219234,0,D:/毕设-系统/manage_system/media/booktest/素材资源_54.docx
170,责任感、使命感：路由技术发展,9.0,大学计算机基础,"路由,使命感,计算机网络,人生观,职业生涯",1684258599.9259124,0,D:/毕设-系统/manage_system/media/booktest/素材资源_6.docx
171,使命感：我国的游戏引擎技术,9.0,游戏开发技术,"使命感,游戏,开发技术,仿真,渲染",1684258599.931936,0,D:/毕设-系统/manage_system/media/booktest/素材资源_7.docx
172,使命感：我国游戏引擎的运用,9.0,游戏开发技术,"使命感,游戏,开发技术,粒子系统,Unity2D",1684258599.9369278,0,D:/毕设-系统/manage_system/media/booktest/素材资源_8.docx
173,使命感与责任感：游戏案例分析,9.0,游戏开发技术,"使命感,动画,游戏,开发技术,Mecanim",1684258599.942907,0,D:/毕设-系统/manage_system/media/booktest/素材资源_9.docx
174,触摸屏的发展史,9.0,嵌入式系统原理及开发（应用）,"触摸屏,原理,Linux,嵌入式,子系统",1684258599.9518795,0,D:/毕设-系统/manage_system/media/booktest/触摸屏的发展史.docx
